Description,Quantity,TotalPrice,Price,NumInvoices,Cluster_KMeans,PCA1,PCA2,Cluster_GMM_Spherical,Cluster_DBSCAN_Best,Cluster_Label
pink butterfly c/cover,4,19.8,4.95,1,0,-3.0222950019332133,0.5553310154295511,0,0,Produits Dormants
pink butterfly cushion cover,66,143.1,3.7944444444444443,9,2,-0.9515452835523218,0.40028813207590447,0,0,Produits Premium
pink butterfly handbag w bobbles,4,34.0,8.5,3,0,-2.6525397495671488,1.3411626761792879,0,0,Produits Dormants
pink butterfly paper lampshade,1,1.25,1.25,1,0,-3.8131290667087288,-1.0913070800752334,0,0,Produits Dormants
pink butterfly washbag,313,655.25,3.875,6,2,-0.17933105701095542,0.49799024934162067,2,0,Produits Premium
pink candystuft artificial flower,112,60.64,0.9788888888888889,9,3,-0.9081591640008739,-1.0403398734362328,3,0,Produits de rotation moyenne
pink canvas des cushion cover,2,2.5,1.25,1,0,-3.5572679310819866,-1.0596545169826144,0,0,Produits Dormants
pink cat bowl,183,284.68,1.66875,38,3,0.22320849703159734,-0.34227221608309166,3,0,Produits de rotation moyenne
pink cat floral cushion cover,174,232.5,2.75,5,3,-0.6899116833541453,0.008327709066392195,3,0,Produits de rotation moyenne
pink cherry blossom cup & saucer,6,7.5,1.25,1,0,-3.033619445430755,-0.9992149833904991,0,0,Produits Dormants
pink cherry lights,988,5793.8,6.3336538461538465,104,1,1.8883175628853395,1.4666458909895086,1,0,Produits star/Best-Sellers
pink chick egg warmer + egg cup,60,86.0,1.475,13,3,-0.8832159616118491,-0.5908102828277875,3,0,Produits de rotation moyenne
pink christmas flock droplet,114,62.82,0.9179999999999999,5,3,-1.0998075571860457,-1.109572084383374,0,0,Produits de rotation moyenne
pink christmas tree decoration,22,9.93,0.694,5,0,-2.097929441286626,-1.4132643408851986,0,0,Produits Dormants
pink chrysanthemums art flower,240,234.0,1.475,4,3,-0.599216987301021,-0.6212084779341238,3,0,Produits de rotation moyenne
pink clear glass candle plate,25,31.25,1.25,5,0,-1.777594823898868,-0.8503332652188798,0,0,Produits Dormants
pink combo mini crystals necklace,5,24.75,4.95,3,0,-2.6140424864828082,0.6108580304148564,0,0,Produits Dormants
pink cream felt craft trinket box,8742,10411.92,1.2539636363636362,511,1,3.5729466394199463,-0.23295979272651765,1,0,Produits star/Best-Sellers
pink crochet cat with scarf,4,17.0,4.25,3,0,-2.756965316544854,0.39363503681262474,0,0,Produits Dormants
pink crystal guitar phone charm,64,54.4,0.85,9,3,-1.0939854730462264,-1.1005502114578611,0,0,Produits de rotation moyenne
pink crystal heart phone charm,161,136.85,0.85,7,3,-0.6362345496145222,-1.0550384620625488,3,0,Produits de rotation moyenne
pink crystal skull phone charm,73,45.55,0.5671428571428571,6,3,-1.2295145521305386,-1.396069355036884,0,0,Produits de rotation moyenne
pink crystal+glass bracelet,16,79.2,4.95,7,0,-1.6678108475148947,0.7313000648288492,0,0,Produits Dormants
pink current candle ring,28,5.32,0.19,1,0,-2.5952216261040473,-2.085203629362698,0,0,Produits Dormants
pink diamante pen in gift box,361,703.85,4.031818181818182,31,2,0.5124876289085994,0.6262053315029279,2,0,Produits Premium
pink diner wall clock,115,957.1,8.458536585365854,40,2,0.26576786094779853,1.6926924024603347,2,0,Produits Premium
pink disco handbag,200,285.2,2.89375,15,3,-0.18422233472254007,0.13599917018364058,3,0,Produits de rotation moyenne
pink dog bowl,197,305.92,2.268857142857143,34,3,0.18796965132184484,-0.05591462431405827,3,0,Produits de rotation moyenne
pink dog cannister,5,25.75,4.95,4,0,-2.5094439448437833,0.6294349724328093,0,0,Produits Dormants
pink dolly hair clips,7,7.3500000000000005,1.05,4,0,-2.6022003719250346,-1.0953753899126548,0,0,Produits Dormants
pink doughnut trinket pot,3109,4381.09,1.5925714285714285,194,1,2.5751362708969143,-0.12781304455526885,1,0,Produits star/Best-Sellers
pink drawer knob acrylic edwardian,1498,1763.54,1.246236559139785,82,1,1.7478437462185452,-0.4545200006455053,1,0,Produits star/Best-Sellers
pink dress jewellery stand,187,173.65,1.55,6,3,-0.62881997032761,-0.5834480170318233,3,0,Produits de rotation moyenne
pink easter hens+flower,8,30.0,3.75,5,0,-2.2301225278618495,0.3048308969766058,0,0,Produits Dormants
pink eau de cologne bottle,56,47.599999999999994,0.85,8,3,-1.2170167714444295,-1.1147957140658638,0,0,Produits de rotation moyenne
pink enamel flower hair tie,14,41.300000000000004,2.9500000000000006,3,0,-2.1210688865677696,0.021077106597149866,0,0,Produits Dormants
pink enamel+glass hair comb,75,144.9,2.0681818181818183,11,3,-0.7596555678620941,-0.2332636648887752,3,0,Produits de rotation moyenne
pink fairy cake child's apron,1605,2861.25,1.9222602739726027,144,1,2.1048036788700237,0.02056453170008204,1,0,Produits star/Best-Sellers
pink fairy cake childrens apron,2585,4643.11,1.9428205128205127,253,1,2.6269490855338153,0.09364362668569177,1,0,Produits star/Best-Sellers
pink fairy cake coaster,82,22.18,0.355,4,0,-1.5247178627129128,-1.7428870228543925,0,0,Produits Dormants
pink fairy cake cushion cover,500,862.1999999999999,2.7281818181818185,45,1,0.8724736721266961,0.22216852243714133,1,0,Produits star/Best-Sellers
pink feather christmas decoration,145,28.610000000000003,0.34142857142857147,7,3,-1.084411635084883,-1.7454225709479032,0,0,Produits de rotation moyenne
pink feathers curtain,6,7.5,1.25,2,0,-2.8647600036103746,-0.9764323072549922,0,0,Produits Dormants
pink felt easter egg basket,775,1193.15,1.6318181818181816,65,1,1.3105665974798186,-0.24201769354614622,1,0,Produits star/Best-Sellers
pink felt easter rabbit garland,60,153.0,2.55,12,3,-0.799543379994877,0.007726903198829219,3,0,Produits de rotation moyenne
pink felt hanging heart w flower,66,56.099999999999994,0.85,6,3,-1.2242594398984514,-1.1186692738692492,0,0,Produits de rotation moyenne
pink flock glass candleholder,46,42.88,1.1737499999999998,8,0,-1.332639436367139,-0.8837351257214812,0,0,Produits Dormants
pink flock photo frame,158,204.3,2.6100000000000003,5,3,-0.7514700103331389,-0.05702433898845779,3,0,Produits de rotation moyenne
pink flock suede cushion cover,6,7.5,1.25,1,0,-3.033619445430755,-0.9992149833904991,0,0,Produits Dormants
pink flock table clock,25,55.75,5.449999999999999,2,0,-2.0693939734152034,0.6957298802496411,0,0,Produits Dormants
pink floral feltcraft shoulder bag,978,3637.26,3.7456275303643722,229,1,2.142124004361443,0.8198524597368259,1,0,Produits star/Best-Sellers
pink flower crochet food cover,206,776.21,3.8037681159420287,67,1,0.6979232329291034,0.6710908346124865,2,0,Produits star/Best-Sellers
pink flower fabric pony,69,258.75,3.75,23,2,-0.3919154359545235,0.5254981584443361,2,0,Produits Premium
pink flower hanging heart,30,25.5,0.85,2,0,-2.0413592312469597,-1.2150037660349564,0,0,Produits Dormants
pink flowers childs umbrella,1,3.25,3.25,1,0,-3.7247633963390143,-0.08742177204475837,0,0,Produits Dormants
pink flowers rabbit easter,9,19.549999999999997,2.45,4,0,-2.3471364481902555,-0.23461151457743987,0,0,Produits Dormants
pink fluffy christmas decoration,156,29.640000000000004,0.19,7,3,-1.0323018850373251,-1.9169642769647415,0,0,Produits de rotation moyenne
pink fly swat,179,104.83000000000001,0.6452,22,3,-0.22643263780886735,-1.2141638466387006,3,0,Produits de rotation moyenne
pink foxglove artiifcial flower,176,384.00000000000006,2.4857142857142853,7,3,-0.40134833252772356,-0.0011000311146462153,3,0,Produits de rotation moyenne
pink gauze butterfly lampshade,14,5.88,0.42,4,0,-2.4131831694131085,-1.7069518301898532,0,0,Produits Dormants
pink gingham cat with scarf,96,244.8,2.55,26,3,-0.21406282975142282,0.07900104466410546,3,0,Produits de rotation moyenne
pink gingham rose cushion cover,4,23.8,5.95,3,0,-2.705752485810557,0.8427488933379436,0,0,Produits Dormants
pink gingham rose floor cushion,40,158.0,5.45,6,2,-1.265591570991941,0.8635202608741942,0,0,Produits Premium
pink glass candleholder,99,292.05,2.95,18,3,-0.3153659200641922,0.2358481888819306,3,0,Produits de rotation moyenne
pink glass tassle bag charm,9,26.55,2.95,5,0,-2.204074429196759,0.014275327073676453,0,0,Produits Dormants
pink goose feather tree 60cm,97,229.14999999999998,3.283333333333333,12,2,-0.5669656422653614,0.29318223579285857,3,0,Produits Premium
pink green embroidery cosmetic bag,18,53.10000000000001,2.95,5,0,-1.806576299162524,0.060483696755834614,0,0,Produits Dormants
pink hanging gingham easter hen,39,16.38,0.42000000000000004,7,0,-1.6420324748376112,-1.6264973371859848,0,0,Produits Dormants
pink hanging heart t-light holder,42,138.10000000000002,3.107777777777778,18,2,-0.8010424598683548,0.25323986698775014,0,0,Produits Premium
pink happy birthday bunting,2170,10980.5,5.411779141104295,317,1,2.8017986558747863,1.3650563847839159,1,0,Produits star/Best-Sellers
pink hawaiian picnic hamper for 2,58,317.1,8.97857142857143,7,2,-0.962405086056228,1.5661025259778039,2,0,Produits Premium
pink hawaiian picnic hamper for 4,172,899.4,8.222727272727273,11,2,-0.14188738281787594,1.540129144505155,2,0,Produits Premium
pink heart candy button calculator,249,613.35,2.5285714285714285,21,3,0.26368045388067995,0.11447891571356977,3,0,Produits de rotation moyenne
pink heart dots hot water bottle,413,1177.23,3.5527500000000005,75,1,1.0867194355835448,0.6014705866891222,1,0,Produits star/Best-Sellers
pink heart of glass bracelet,14,83.3,5.95,7,0,-1.7157453102008036,0.9716414465336802,0,0,Produits Dormants
pink heart red handbag,72,110.4,2.3833333333333333,6,0,-1.0950858878845664,-0.1636601307439218,0,0,Produits Dormants
pink heart shape egg frying pan,5865,7909.41,1.5770781893004113,228,1,3.0126198121011423,-0.09373572855181392,1,0,Produits star/Best-Sellers
pink heart shape photo frame,198,326.7,1.65,34,3,0.24464790363415267,-0.3440317110809925,3,0,Produits de rotation moyenne
pink hearts light chain,69,198.45,3.8000000000000003,12,2,-0.7299007367281213,0.4640492542901753,2,0,Produits Premium
pink hearts paper garland,460,705.4,1.6346153846153846,36,3,0.7537587578842757,-0.30695159952178436,3,0,Produits de rotation moyenne
pink hearts photo album,98,204.2,2.76875,8,3,-0.7308169430994752,0.07163340109799331,3,0,Produits de rotation moyenne
pink horse sock puppet,255,749.8500000000001,2.944871794871795,64,1,0.764688251148888,0.36326676544749015,1,0,Produits star/Best-Sellers
pink horse sock puppet kit,24,70.80000000000001,2.95,8,0,-1.4694393652332212,0.10215399258702795,0,0,Produits Dormants
pink hydrangea art flower,207,290.94,1.8342857142857143,7,3,-0.40349288597802907,-0.3539976832510697,3,0,Produits de rotation moyenne
pink jewelled mirror trinket tray,29,168.54999999999998,7.768181818181817,10,2,-1.2019274614427182,1.364664968319862,2,0,Produits Premium
pink jewelled photo frame,67,382.65000000000003,6.014516129032258,26,2,-0.2972636049150805,1.150231289506243,2,0,Produits Premium
pink juicy fruit photo frame,125,302.55,2.5326923076923076,26,3,-0.07085019698592236,0.08075123471083989,3,0,Produits de rotation moyenne
pink jumper larry the lamb,659,1226.46,2.062727272727273,65,1,1.245485120299571,-0.007021480097599888,1,0,Produits star/Best-Sellers
pink kashmiri boxed mirror,8,96.0,12.0,1,0,-2.5067473046695463,1.8535317454570173,0,0,Produits Dormants
pink kashmiri coffee table,5,150.0,30.0,2,2,-2.4682976624387662,3.2188418445280167,2,-1,Produits Premium
pink knitted cow stuffed toy,34,127.5,3.75,16,2,-0.9571439291394798,0.4601784616847986,0,0,Produits Premium
pink knitted egg cosy,74,63.17999999999999,1.1328571428571428,16,3,-0.8092076626668158,-0.8589338821506505,3,0,Produits de rotation moyenne
pink knitted kids rucksack,5,33.75,6.75,3,0,-2.566464945098264,1.0336662798343703,0,0,Produits Dormants
pink large jeweled photoframe,8,20.4,2.55,4,0,-2.3708283369060696,-0.1776421283581976,0,0,Produits Dormants
pink leaves and beads phone charm,4,5.0,1.25,1,0,-3.2403255849942054,-1.02257399891157,0,0,Produits Dormants
pink love bird candle,176,206.32,1.2388235294117647,17,3,-0.17912298048500538,-0.6822924617749777,3,0,Produits de rotation moyenne
pink love heart shape cup,1133,925.61,0.8466666666666666,74,1,1.4581806903439845,-0.8140280797112499,1,0,Produits star/Best-Sellers
pink marshmallow scarf knitting kit,475,1266.8500000000001,2.8863636363636362,43,1,0.9495266405462799,0.3444513813603954,1,0,Produits star/Best-Sellers
pink metal chicken heart,288,426.24,1.483684210526316,37,3,0.4819059851207511,-0.4247227763876864,3,0,Produits de rotation moyenne
pink metal swinging bunny,202,171.7,0.85,14,3,-0.23834305569391034,-1.0053475501920903,3,0,Produits de rotation moyenne
pink milkshake glass,28,58.8,2.1,5,0,-1.6096384740715075,-0.3077392898191525,0,0,Produits Dormants
pink mini stationery set w case,9,11.25,1.25,5,0,-2.3581271450865264,-0.9133194933622142,0,0,Produits Dormants
pink mini tape measure,233,185.05,0.84,12,3,-0.23197679502637897,-1.022733957070986,3,0,Produits de rotation moyenne
pink monte carlo handbag,117,228.14999999999998,1.95,7,3,-0.6528818122406181,-0.28190894116368914,3,0,Produits de rotation moyenne
pink murano twist bracelet,14,59.5,4.25,6,0,-1.8260189592647598,0.5132388667844366,0,0,Produits Dormants
pink murano twist necklace,4,39.8,9.95,3,0,-2.6293467683128116,1.5671686358950774,0,0,Produits Dormants
pink new baroque flock candlestick,6,27.9,4.65,3,0,-2.524212401014722,0.5410966359053685,0,0,Produits Dormants
pink new baroquecandlestick candle,376,447.7,2.059090909090909,28,3,0.42851377702620336,-0.16141665385151913,3,0,Produits de rotation moyenne
pink oval jewelled mirror,32,190.4,5.95,15,2,-0.9415403756352695,1.0659274251032749,2,0,Produits Premium
pink oval shape trinket box,5,49.75,9.95,3,0,-2.508307281409751,1.5845009384666817,0,0,Produits Dormants
pink owl decoration,96,244.8,2.55,1,0,-1.2979754000990509,-0.06724146794411995,0,0,Produits Dormants
pink owl soft toy,702,1955.7,2.9363247863247866,108,1,1.5740102737638793,0.4454323343685474,1,0,Produits star/Best-Sellers
pink padded mobile,352,1476.5,4.239690721649485,92,1,1.169204232748194,0.8633234500794198,1,0,Produits star/Best-Sellers
pink painted kashmiri chair,18,513.6,31.475,3,2,-1.6380655644005149,3.3862467569759227,2,-1,Produits Premium
pink painted kashmiri table,1,30.0,30.0,1,0,-3.4486757912495634,3.049093679249904,0,-1,Produits Dormants
pink paisley cushion cover,36,162.6,5.68125,15,2,-0.9489924847170418,0.974225250551184,2,0,Produits Premium
pink paisley photo album,1,6.75,6.75,1,0,-3.6412905620762412,0.860878077721112,0,0,Produits Dormants
pink paisley quilt,98,1315.9,16.24473684210526,19,2,-0.08336928089359717,2.5705888461182145,2,0,Produits Premium
pink paisley rose gift wrap,1275,535.5,0.42,50,3,1.2092411754200343,-1.3065393304894268,3,0,Produits de rotation moyenne
pink paisley square tissue box,639,330.15,0.75578125,60,3,0.8953807928444113,-1.0062458191076171,3,0,Produits de rotation moyenne
pink paper parasol,3970,10239.94,2.956197183098592,71,1,2.4221239879280274,0.5277403646923498,1,0,Produits star/Best-Sellers
pink party bags,2327,4377.4,2.0717218543046356,142,1,2.3312340978123633,0.12284705158094028,1,0,Produits star/Best-Sellers
pink party sunglasses,134,212.70000000000002,1.8666666666666667,8,3,-0.5803998377147453,-0.3397828450993418,3,0,Produits de rotation moyenne
pink patch pencil case blue heart,93,195.3,2.1,15,3,-0.4875049219475055,-0.17553825981557347,3,0,Produits de rotation moyenne
pink patch purse blue heart,66,108.89999999999999,1.65,25,3,-0.5373887066140199,-0.43086094267325054,3,0,Produits de rotation moyenne
pink picnic barbecue bucket,40,276.4,9.004545454545454,11,2,-0.9441165419969358,1.6053263195847332,2,0,Produits Premium
pink pillar candle silver flock,403,546.13,2.0518181818181818,22,3,0.41368173389466845,-0.15293294151636294,3,0,Produits de rotation moyenne
pink polkadot bowl,2189,2491.2200000000003,1.2344615384615383,123,1,2.1343613253702896,-0.4205817209182962,1,0,Produits star/Best-Sellers
pink polkadot childrens umbrella,141,458.25,3.25,38,3,0.21370929776479133,0.4182172933134189,3,0,Produits de rotation moyenne
pink polkadot garden parasol,45,333.75,7.8088235294117645,17,2,-0.6621960725629185,1.4662618782797703,2,0,Produits Premium
pink polkadot kids bag,163,356.84999999999997,2.4045454545454543,31,3,0.1348524315775801,0.038967148015864476,3,0,Produits de rotation moyenne
pink polkadot plate,57,96.33,1.69,8,3,-1.0617897366016555,-0.4747955774273875,0,0,Produits de rotation moyenne
pink polkadot wrap,3850,1549.0,0.41504132231404955,116,1,2.208956868498531,-1.2012426383820232,1,0,Produits star/Best-Sellers
pink poodle hanging decoration,297,141.75,0.6347619047619047,21,3,-0.002347921360549303,-1.2259832154903014,3,0,Produits de rotation moyenne
pink pot plant candle,113,300.85,3.227272727272727,22,2,-0.19913430793740416,0.33520376381389755,3,0,Produits Premium
pink rabbit sitting easter,4,1.68,0.42,1,0,-3.4101418947146485,-1.803886583109,0,0,Produits Dormants
pink regency teacup and saucer,2808,7778.52,2.9327565982404695,315,1,2.851979199667179,0.5916054709017164,1,0,Produits star/Best-Sellers
pink retro big flower bag,36,70.19999999999999,1.95,11,0,-1.1868052493686758,-0.3346208199547403,0,0,Produits Dormants
pink riviera handbag,40,97.0,5.427777777777778,9,2,-1.264684545729697,0.8019580381611119,0,0,Produits Premium
pink rose fabric mirror,271,336.47,1.2442424242424244,31,3,0.33703813177124675,-0.6099746219209069,3,0,Produits de rotation moyenne
pink rose picnic rug,1,25.95,25.95,1,0,-3.468128240341924,2.82810256621553,0,-1,Produits Dormants
pink rose washbag,748,1755.0,3.7135416666666665,45,1,1.1702789987361426,0.6296726367382913,1,0,Produits star/Best-Sellers
pink rosebud & pearl necklace,6,45.0,7.5,3,0,-2.450197146772896,1.194695597476585,0,0,Produits Dormants
pink rosebud pearl bracelet,14,38.4,3.8000000000000003,3,0,-2.175430340150568,0.286572343985576,0,0,Produits Dormants
"pink roses/gingham patch rabbit 8""",6,17.700000000000003,2.95,4,0,-2.5047131772133286,-0.02362470372596995,0,0,Produits Dormants
pink round butterfly mirror,175,526.83,3.3175000000000003,12,2,-0.14001087784198057,0.3806051307242565,3,0,Produits Premium
pink round compact mirror,22,52.5,3.125,4,0,-1.8363737054709117,0.09194458510085066,0,0,Produits Dormants
pink scottie dog w flower pattern,80,201.3,2.5285714285714285,20,3,-0.43095316646015525,0.04247432699967506,3,0,Produits de rotation moyenne
pink small glass cake stand,229,408.15,1.92,20,3,0.12670259403026415,-0.21348265201980335,3,0,Produits de rotation moyenne
pink small jewelled photoframe,39,64.35,1.65,16,3,-1.0268851014306195,-0.48830268404050514,0,0,Produits de rotation moyenne
pink spots  wrap,3975,1543.5,0.41353535353535353,98,1,2.1479720659013157,-1.2157280757590154,1,0,Produits star/Best-Sellers
pink spots chocolate nesting boxes,277,598.75,2.7560000000000002,48,3,0.6109157063980414,0.23430688897588475,3,0,Produits de rotation moyenne
pink spotty bowl,1239,1452.99,1.2373333333333332,102,1,1.7227372706006394,-0.46075690316536133,1,0,Produits star/Best-Sellers
pink spotty childs umbrella,412,1279.0,3.2364864864864864,73,1,1.112313393680197,0.5110984526857587,1,0,Produits star/Best-Sellers
pink square compact mirror,4,15.0,3.75,4,0,-2.683361758944639,0.245389783298826,0,0,Produits Dormants
pink square table clock,124,91.4,0.9077777777777778,9,3,-0.748051326570572,-1.0376957694210887,3,0,Produits de rotation moyenne
pink star christmas decoration,126,66.72,0.5762499999999999,8,3,-0.8504400566384446,-1.3654287192698085,3,0,Produits de rotation moyenne
pink stitched wall clock,226,232.14000000000001,2.2214285714285715,21,3,-0.046518766617154414,-0.15927248640516584,3,0,Produits de rotation moyenne
pink stocking christmas decoration,111,42.18,0.38,8,3,-1.0033783246208379,-1.6136629868130936,0,0,Produits de rotation moyenne
pink strawberry handbag,26,76.7,2.95,10,0,-1.3388020921090291,0.11866187095039074,0,0,Produits Dormants
pink string curtain with pole,63,151.04999999999998,4.4,6,2,-1.1171591203604525,0.5619867509616356,0,0,Produits Premium
pink stripe hot water bottle,162,449.1,2.918,25,3,0.09330034499359266,0.26369384168798704,3,0,Produits de rotation moyenne
pink stripes shoulder bag,1,2.95,2.95,1,0,-3.734934437414511,-0.20297070253264315,0,0,Produits Dormants
pink sweetheart bracelet,85,349.25,4.2272727272727275,21,2,-0.2914222383608432,0.6844594415438909,2,0,Produits Premium
pink sweetie necklace,1,7.5,7.5,1,0,-3.628456010925675,1.0066860287196373,0,0,Produits Dormants
pink tall porcelain t-light holder,6,15.299999999999999,2.55,4,0,-2.528916402434453,-0.19700260695085264,0,0,Produits Dormants
pink teatime print bowl,45,56.25,1.25,7,0,-1.312397706469903,-0.7972069019539403,0,0,Produits Dormants
pink tv tray table,14,59.5,4.25,8,0,-1.7213568977647573,0.5273599714447581,0,0,Produits Dormants
pink union jack  luggage tag,459,575.1,1.2591891891891893,94,1,1.109091957644418,-0.5043730243049074,1,0,Produits star/Best-Sellers
pink union jack  passport cover,333,696.84,2.0955913978494625,87,1,0.9880664791940709,-0.0007416051733215003,1,0,Produits star/Best-Sellers
pink vintage paisley picnic bag,1824,3868.38,2.277464114832536,195,1,2.341461182772174,0.236072397057859,1,0,Produits star/Best-Sellers
pink vintage spot beaker,454,373.42,0.8475,52,3,0.7644949598560197,-0.89008506186139,3,0,Produits de rotation moyenne
pink vintage victorian choker,2,13.5,6.75,1,0,-3.328886644264213,0.9217929341969604,0,0,Produits Dormants
pink vintage victorian earrings,9,26.550000000000004,2.95,4,0,-2.2800038142323684,0.004030862388813833,0,0,Produits Dormants
pink white spots garden parasol,80,452.0,6.927777777777778,18,2,-0.36118560330784255,1.3140559077213108,2,0,Produits Premium
pink yellow patch cushion cover,51,116.55,4.800000000000001,4,2,-1.4097885098166538,0.623414237552983,0,0,Produits Premium
pink/amethyst/gold necklace,3,20.85,6.95,2,0,-2.9531793013828773,1.0185185260299885,0,0,Produits Dormants
pink/blue disc/mirror string,641,294.93,0.693076923076923,13,3,0.25500392932992444,-1.1587028646766506,3,0,Produits de rotation moyenne
pink/blue string curtain,53,123.35,4.616666666666666,3,0,-1.4689011423026561,0.5706085932266918,0,0,Produits Dormants
pink/brown dots ruffled umbrella,1762,5763.1,5.731111111111112,45,1,1.7291874092798514,1.2429767995862173,1,0,Produits star/Best-Sellers
pink/flower rabbit egg warmer,27,56.7,2.1,5,0,-1.631019510663479,-0.31008398112729946,0,0,Produits Dormants
pink/green flower design big mug,13,11.31,0.9099999999999999,7,0,-2.109378297082537,-1.16085603219808,0,0,Produits Dormants
pink/purple circle curtain,18,29.660000000000004,3.1060000000000003,5,0,-1.9869750500602734,0.02547748525013196,0,0,Produits Dormants
pink/purple retro radio,55,162.25000000000003,2.95,11,2,-0.8583036945562835,0.1721760862752639,0,0,Produits Premium
"pink/white ""keep clean"" bullet bin",50,147.50000000000003,2.95,11,2,-0.9151112902531616,0.16601885802531424,0,0,Produits Premium
pink/white christmas tree 30cm,28,12.26,0.5825,4,0,-2.0343698103355754,-1.5115012628363909,0,0,Produits Dormants
pink/white christmas tree 60cm,553,373.87,0.8281481481481481,25,3,0.5285535669689897,-0.9634975432779257,3,0,Produits de rotation moyenne
pink/white glass demi choker,3,22.5,7.5,1,0,-3.1109357614830264,1.102261954315687,0,0,Produits Dormants
pink/white ribbed melamine jug,55,399.09000000000003,7.8175,23,2,-0.4294629952650164,1.4934669573778772,2,0,Produits Premium
pink/yellow flowers handbag,153,203.85,1.4180000000000001,23,3,-0.11725130420188527,-0.5455291655164575,3,0,Produits de rotation moyenne
pink/yellow patch cushion cover,1,7.65,7.65,1,0,-3.62602547336649,1.0342983462188833,0,0,Produits Dormants
pink/yellow rabbit sat easter,3,1.26,0.42,1,0,-3.52868541015396,-1.8097825055714871,0,0,Produits Dormants
pizza dish slice,36,45.0,1.25,2,0,-1.852607518938956,-0.8663884962572075,0,0,Produits Dormants
pizza plate in box,432,1475.73,3.6158252427184467,89,1,1.2373298002848538,0.6620527989587373,1,0,Produits star/Best-Sellers
pizza slice dish,1161,1287.0900000000001,1.23,38,1,1.2624165298817482,-0.5330406162097823,1,0,Produits star/Best-Sellers
place setting white star,2113,884.15,0.4318556701030928,91,1,1.756979869802437,-1.230009187027013,1,0,Produits star/Best-Sellers
plantpot single hook pistachio,164,180.4,1.1,1,3,-1.145241166354682,-0.911172858259226,0,0,Produits de rotation moyenne
plasmatronic lamp,42,366.3,11.257692307692308,12,2,-0.844633935961088,1.9382243339947003,2,0,Produits Premium
plasters in tin circus parade,5080,8166.12,1.6579487179487178,424,1,3.232043546680556,0.0035439946670299213,1,0,Produits star/Best-Sellers
plasters in tin mr strong,132,198.6,1.5999999999999999,4,3,-0.8341940317933004,-0.5208593258030425,3,0,Produits de rotation moyenne
plasters in tin skulls,3214,5207.1,1.6475247524752472,353,1,2.882719670426492,-0.04029594815082461,1,0,Produits star/Best-Sellers
plasters in tin spaceboy,5836,9330.4,1.6513492063492063,457,1,3.3456555263744625,0.012209858604828617,1,0,Produits star/Best-Sellers
plasters in tin strongman,4544,7364.84,1.6517582417582417,336,1,3.0710440118864457,-0.01861869430262528,1,0,Produits star/Best-Sellers
plasters in tin vintage paisley,3505,5675.85,1.6543720930232557,384,1,2.9694023290239357,-0.026452981931339357,1,0,Produits star/Best-Sellers
plasters in tin woodland animals,4748,7739.84,1.6517319587628865,436,1,3.207523969962205,-0.0003172021615305325,1,0,Produits star/Best-Sellers
playing cards i love london,440,508.0,1.2416,48,3,0.7842146704750033,-0.5683067140424106,3,0,Produits de rotation moyenne
playing cards jubilee union jack,529,661.25,1.25,77,1,1.1124554533266744,-0.512557707754155,3,0,Produits star/Best-Sellers
playing cards keep calm & carry on,1189,1486.25,1.25,142,1,1.8531297083122573,-0.42682359668310144,1,0,Produits star/Best-Sellers
playing cards vintage doiley,1,1.25,1.25,1,0,-3.8131290667087288,-1.0913070800752334,0,0,Produits Dormants
playing cards vintage doily,409,490.25,1.245531914893617,47,3,0.7427940993740009,-0.5657038615044012,3,0,Produits de rotation moyenne
pocket bag blue paisley red spot,391,559.7,1.4537735849056603,47,3,0.7551058181913485,-0.41456676817681876,3,0,Produits de rotation moyenne
pocket bag pink paisely brown spot,197,318.86,1.6732432432432434,34,3,0.23427285515695562,-0.33499265844226406,3,0,Produits de rotation moyenne
"pocket mirror ""glamorous""",39,48.75,1.25,11,0,-1.2280938748081696,-0.78345168445611,0,0,Produits Dormants
pocket mirror butterfly,1,1.25,1.25,1,0,-3.8131290667087288,-1.0913070800752334,0,0,Produits Dormants
pocket mirror woodland,59,73.75,1.25,8,3,-1.102665828978438,-0.7734626003386679,0,0,Produits de rotation moyenne
polka dot pen,480,408.0,0.85,10,3,0.15300567027275108,-0.9677747065792177,3,0,Produits de rotation moyenne
polka dot pistachio pail,86,180.6,2.1,17,3,-0.48529889157235273,-0.1739326581542298,3,0,Produits de rotation moyenne
polka dot raffia food cover,519,1359.45,3.606,72,1,1.1798159019905519,0.6169353715936767,1,0,Produits star/Best-Sellers
polkadot coffee cup & saucer pink,573,456.99,0.7966666666666667,26,3,0.6190551633288205,-0.9576570704548694,3,0,Produits de rotation moyenne
polkadot cutlery 24 pcs in tray,336,3407.6,11.583333333333334,24,2,0.7177314861170656,2.170440728269874,2,0,Produits Premium
polkadot mug pink,118,163.86,1.5238461538461539,11,3,-0.5562538311404158,-0.5336599153912008,3,0,Produits de rotation moyenne
polkadot pen,3422,2902.46,0.8481690140845071,66,1,2.0893061020911823,-0.7427520417893377,1,0,Produits star/Best-Sellers
polkadot rain hat,1208,466.62,0.4340909090909091,51,3,1.157557002624398,-1.308101314913212,3,0,Produits de rotation moyenne
polyester filler pad 30cmx30cm,140,175.0,1.25,26,3,-0.12885915660862934,-0.6568752250644314,3,0,Produits de rotation moyenne
polyester filler pad 40x40cm,1225,1776.25,1.45,145,1,1.9109451611563666,-0.2793221469629535,1,0,Produits star/Best-Sellers
